Tag #,Site ,Disturbance_Level,Coral species,2014,2015a_pre,2015a_post,2015b,2015c,2016a,2016b,2017,2018,2019,2014,2015a_pre,2015a_post,2015b
600,* tag lost *,* tag lost *,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,15,VERYLOW,Porites lobata,NA,symbio_micro,NA,NA,bleaching3_2018run,NA,bleaching2,dead,NA,NA,NA,1,NA,NA
602,15,VERYLOW,Montipora foliosa,NA,symbio_micro,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,1,NA,NA
603,15,VERYLOW,Pocillopora eydouxi,NA,symbio_micro,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,1,NA,NA
604,15,VERYLOW,Porites lobata,NA,symbio_micro,NA,NA,sampled,gone,NA,NA,NA,NA,NA,1,NA,NA
605,15,VERYLOW,Favites pentagona,NA,platy,NA,NA,platy,NA,bleaching2,2017samples,sampled,NA,NA,1,NA,NA
606,15,VERYLOW,Pocillopora eydouxi,NA,symbio_micro,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,1,NA,NA
607,15,VERYLOW,Hydnophora microconos,NA,symbio_micro,NA,NA,bleaching3_2018run,barely alive,dead,NA,NA,NA,NA,1,NA,NA
608,15,VERYLOW,Porites lobata,NA,bleaching2,NA,NA,bleaching2,bleaching2,dead,NA,NA,NA,NA,1,NA,NA
609,15,VERYLOW,Montipora foliosa,NA,symbio_micro,NA,NA,sampled,gone,NA,NA,NA,NA,NA,1,NA,NA
610,15,VERYLOW,Porites lobata,NA,bleaching2,NA,NA,bleaching2,bleaching2,NA,NA,NA,NA,NA,1,NA,NA
611,15,VERYLOW,Pocillopora eydouxi,NA,symbio_micro,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,1,NA,NA
612_1270,15,VERYLOW,Platygyra sp,NA,platy,NA,NA,platy,platy,bleaching2,2017samples,sampled,NA,NA,1,NA,NA
613,15,VERYLOW,Montipora foliosa,NA,symbio_micro,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,1,NA,NA
614,15,VERYLOW,Pocillopora eydouxi,NA,symbio_micro,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
615,15,VERYLOW,Montipora foliosa,NA,symbio_micro,NA,NA,NA,gone,NA,NA,NA,NA,NA,1,NA,NA
615b,15,VERYLOW,Montipora foliosa,NA,NA,NA,NA,sampled,gone,NA,NA,NA,NA,NA,NA,NA,NA
616,15,VERYLOW,Montipora foliosa,NA,symbio_micro,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
617,15,VERYLOW,Pocillopora eydouxi,NA,symbio_micro,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,1,NA,NA
618,15,VERYLOW,Platygyra sp,NA,platy,NA,NA,platy,platy,bleaching2,2017samples,NA,NA,NA,1,NA,NA
619,15,VERYLOW,Hydnophora microconos,NA,symbio_micro,NA,NA,bleaching3_2018run,barely alive,bleaching2,2017samples,NA,NA,NA,1,NA,NA
620_1229,15,VERYLOW,Porites lobata,NA,bleaching2,NA,NA,bleaching2,bleaching2,barely alive,2017samples,NA,NA,NA,1,NA,NA
621,15,VERYLOW,Montipora foliosa,NA,symbio_micro,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,1,NA,NA
622,15,VERYLOW,Pocillopora eydouxi,NA,symbio_micro,NA,NA,sampled,gone,NA,NA,NA,NA,NA,1,NA,NA
623,15,VERYLOW,Favites pentagona,NA,platy,NA,NA,platy,NA,NA,NA,sampled,NA,NA,1,NA,NA
624,15,VERYLOW,Porites lobata,NA,bleaching2,NA,NA,bleaching2,bleaching2,NA,NA,NA,NA,NA,1,NA,NA
625,15,VERYLOW,Montipora foliosa,NA,symbio_micro,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,1,NA,NA
626,15,VERYLOW,Pocillopora eydouxi,NA,symbio_micro,NA,NA,sampled,gone,NA,NA,NA,NA,NA,1,NA,NA
627,15,VERYLOW,Porites lobata,NA,bleaching2,NA,NA,bleaching2,bleaching2,NA,2017samples,NA,NA,NA,1,NA,NA
628,15,VERYLOW,Favites pentagona,NA,platy,NA,NA,platy,gone,NA,2017samples,NA,NA,NA,1,NA,NA
629,15,VERYLOW,Montipora foliosa,NA,symbio_micro,NA,NA,bleaching3_2018run,dead,NA,NA,NA,NA,NA,1,NA,NA
630,15,VERYLOW,Hydnophora microconos,NA,bleaching2,NA,NA,bleaching2,bleaching2,NA,gone,NA,NA,NA,1,NA,NA
631,15,VERYLOW,Favia matthai,NA,platy,NA,NA,NA,NA,NA,2017samples,NA,NA,NA,1,NA,NA
631b,15,VERYLOW,Favites pentagona,NA,NA,NA,NA,platy,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,35,MED,Pocillopora eydouxi,NA,NA,compartment,NA,NA,dead,NA,NA,NA,NA,NA,NA,1,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,35,MED,Montipora foliosa,NA,NA,compartment,compartment,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,1,1
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,35,MED,Pocillopora eydouxi,NA,compartment,compartment,compartment,NA,NA,NA,NA,NA,NA,NA,1,1,1
637,35,MED,Platygyra sp,NA,sampled_skip_bothprepost,platy,platy,NA,platy,NA,NA,NA,NA,NA,sampled_skip_bothprepost,1,1
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,19,VERYLOW,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,dead,NA,NA,NA,NA,NA,NA,1
650,19,VERYLOW,Porites lobata,NA,NA,NA,sampled,sampled,NA,gone,NA,NA,NA,NA,NA,NA,sampled
651,19,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,dead,NA,NA,NA,NA,NA,NA,1
652,19,VERYLOW,Porites lobata,NA,NA,NA,sampled,sampled,NA,NA,NA,NA,NA,NA,NA,NA,sampled
653,19,VERYLOW,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,dead,NA,NA,NA,NA,NA,NA,1
654,19,VERYLOW,Pocillopora eydouxi,NA,NA,NA,sampled,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,sampled
655,19,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,dead,NA,NA,NA,NA,NA,NA,1
656_1075,19,VERYLOW,Favites pentagona,NA,NA,NA,platy,platy,NA,bleaching2,2017samples,NA,NA,NA,NA,NA,1
657,19,VERYLOW,Montipora foliosa,NA,NA,NA,sampled,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,sampled
658,19,VERYLOW,Hydnophora microconos,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,dead or gone,NA,NA,NA,NA,NA,NA,1
659,19,VERYLOW,Porites lobata,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,bleaching2,2017samples,NA,NA,NA,NA,NA,1
660,19,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,dead,NA,NA,NA,NA,NA,NA,1
661,19,VERYLOW,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,dead,NA,NA,NA,NA,NA,NA,1
662,19,VERYLOW,Porites lobata,NA,NA,NA,sampled,sampled,NA,NA,NA,NA,NA,NA,NA,NA,sampled
663,19,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,dead,NA,NA,NA,NA,NA,NA,1
664,19,VERYLOW,Hydnophora microconos,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,NA,NA,NA,NA,NA,NA,NA,1
665,19,VERYLOW,Montipora foliosa,NA,NA,NA,sampled,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,sampled
666,19,VERYLOW,Porites lobata,NA,NA,NA,sampled,sampled,NA,NA,NA,NA,NA,NA,NA,NA,sampled
667,19,VERYLOW,Pocillopora eydouxi,NA,NA,NA,sampled,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,sampled
668,19,VERYLOW,Hydnophora microconos,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,NA,NA,NA,NA,NA,NA,NA,1
669_1074,19,VERYLOW,Porites lobata,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,bleaching2,2017samples,NA,NA,NA,NA,NA,1
670,19,VERYLOW,Porites lobata,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,dead,NA,NA,NA,NA,NA,NA,1
671,19,VERYLOW,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,dead,NA,NA,NA,NA,NA,NA,1
672,19,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,dead,NA,NA,NA,NA,NA,NA,1
673,19,VERYLOW,Montipora foliosa,NA,NA,NA,sampled,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,sampled
674,19,VERYLOW,Pocillopora eydouxi,NA,NA,NA,sampled,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,sampled
675,19,VERYLOW,Hydnophora microconos,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,NA,NA,NA,NA,NA,NA,NA,1
676,19,VERYLOW,Porites lobata,NA,NA,NA,sampled,sampled,NA,NA,NA,NA,NA,NA,NA,NA,sampled
677_1151,19,VERYLOW,Porites lobata,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,bleaching2,2017samples,NA,NA,NA,NA,NA,1
678,19,VERYLOW,Montipora foliosa,NA,NA,NA,sampled,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,sampled
679,19,VERYLOW,Pocillopora eydouxi,NA,NA,NA,sampled,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,sampled
680,19,VERYLOW,Montipora foliosa,NA,NA,NA,sampled,sampled,NA,dead or gone,NA,NA,NA,NA,NA,NA,sampled
681,19,VERYLOW,Hydnophora microconos,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,NA,NA,NA,NA,NA,NA,NA,1
682_1083,30,VERYHIGH,Porites lobata,NA,NA,NA,compartment,bleaching3_2018run,NA,bleaching2,2017samples,sampled,sampled,NA,NA,NA,1
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,27,VERYHIGH,Montipora foliosa,NA,NA,NA,compartment,sampled,gone,NA,NA,NA,NA,NA,NA,NA,1
685,27,VERYHIGH,Favites pentagona,NA,NA,NA,platy,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
686,27,VERYHIGH,Favia sp,NA,NA,NA,sampled,sampled,gone,NA,NA,NA,NA,NA,NA,NA,sampled
687,27,VERYHIGH,Favia matthai,NA,NA,NA,sampled,sampled,gone,NA,NA,NA,NA,NA,NA,NA,sampled
688,27,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,compartment,sampled,gone,NA,NA,NA,NA,NA,NA,NA,1
689,27,VERYHIGH,Hydnophora microconos,NA,NA,NA,bleaching2,bleaching2,bleaching2,NA,NA,*tag found no living hydno around,NA,NA,NA,NA,1
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,35,MED,Hydnophora microconos,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,barely alive,dead,NA,NA,NA,NA,NA,NA,1
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,35,MED,Porites lobata,NA,NA,NA,compartment,bleaching3_2018run,barely alive,dead,NA,NA,NA,NA,NA,NA,1
695,8,MED,Hydnophora microconos,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,8,MED,Montipora foliosa,NA,NA,NA,compartment,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
699,8,MED,Hydnophora microconos,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
717,8,MED,Porites lobata,NA,NA,NA,compartment,bleaching3_2018run,barely alive,barely alive,barely alive,NA,NA,NA,NA,NA,1
718,8,MED,Pocillopora eydouxi,NA,NA,NA,compartment,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
719,8,MED,Favites pentagona,NA,NA,NA,platy,platy,dead,NA,NA,NA,NA,NA,NA,NA,1
720,8,MED,Favia sp,NA,NA,NA,sampled,sampled,gone,NA,NA,NA,NA,NA,NA,NA,sampled
721,27,VERYHIGH,Montipora foliosa,NA,NA,NA,compartment,sampled,gone,NA,NA,NA,NA,NA,NA,NA,1
722,27,VERYHIGH,Favites pentagona,NA,NA,NA,platy,platy,gone,NA,NA,NA,NA,NA,NA,NA,1
723,27,VERYHIGH,Porites lobata,NA,NA,NA,compartment,bleaching2,bleaching2,barely alive,gone,NA,NA,NA,NA,NA,1
724,27,VERYHIGH,Favia matthai,NA,NA,NA,sampled,sampled,gone,NA,NA,NA,NA,NA,NA,NA,sampled
725,27,VERYHIGH,Favia matthai,NA,NA,NA,sampled,NA,gone,NA,NA,NA,NA,NA,NA,NA,sampled
726,27,VERYHIGH,Favites pentagona,NA,NA,NA,platy,platy,gone,NA,NA,NA,NA,NA,NA,NA,1
727,27,VERYHIGH,Platygyra sp,NA,NA,NA,platy,platy,gone,NA,NA,NA,NA,NA,NA,NA,1
728,27,VERYHIGH,Hydnophora microconos,NA,NA,NA,sampled,sampled,gone,NA,NA,NA,NA,NA,NA,NA,sampled
729_1460,27,VERYHIGH,Favites pentagona,NA,NA,NA,platy,platy,platy,bleaching2,2017samples,NA,sampled,NA,NA,NA,1
730,27,VERYHIGH,Montipora foliosa,NA,NA,NA,compartment,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
731,27,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,compartment,sampled,gone,NA,NA,NA,NA,NA,NA,NA,1
732,27,VERYHIGH,Montipora foliosa,NA,NA,NA,compartment,sampled,gone,NA,NA,NA,NA,NA,NA,NA,1
733,27,VERYHIGH,Montipora foliosa,NA,NA,NA,compartment,sampled,gone,NA,NA,NA,NA,NA,NA,NA,1
734,27,VERYHIGH,Favia sp,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled
735,27,VERYHIGH,Platygyra sp,NA,NA,NA,platy,platy,gone,NA,NA,NA,NA,NA,NA,NA,1
736,27,VERYHIGH,Favites pentagona,NA,NA,NA,platy,platy,gone,NA,NA,NA,NA,NA,NA,NA,1
737,32,VERYHIGH,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,32,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,sampled,NA,NA,NA,NA,NA,*tag found in sand,NA,NA,NA,sampled
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,32,VERYHIGH,Favia sp,NA,NA,NA,platy,platy,platy,bleaching2,2017samples,NA,NA,NA,NA,NA,1
742,32,VERYHIGH,Platygyra sp,NA,NA,NA,platy,platy,dead,NA,NA,NA,NA,NA,NA,NA,1
743,32,VERYHIGH,Hydnophora microconos,NA,NA,NA,bleaching2,bleaching2,bleaching2,dead,NA,NA,NA,NA,NA,NA,1
744,32,VERYHIGH,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
-,-,-,-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746_1058,32,VERYHIGH,Porites lobata,NA,NA,NA,bleaching2,bleaching2,bleaching2,bleaching2,dead,NA,NA,NA,NA,NA,1
747,32,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
748,32,VERYHIGH,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
749,32,VERYHIGH,Porites lobata,NA,NA,NA,sampled,sampled,NA,NA,NA,NA,NA,NA,NA,NA,sampled
750,32,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
751,32,VERYHIGH,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
752,32,VERYHIGH,Porites lobata,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
753,32,VERYHIGH,Porites lobata,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
754_899,32,VERYHIGH,Platygyra sp,NA,NA,NA,platy,platy,platy,,,NA,NA,NA,NA,NA,1
755,32,VERYHIGH,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
756,32,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
757,32,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,sampled,sampled,NA,gone,NA,NA,NA,NA,NA,NA,sampled
758,32,VERYHIGH,Porites lobata,NA,NA,NA,sampled,sampled,gone,NA,NA,NA,NA,NA,NA,NA,sampled
759,32,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
760,32,VERYHIGH,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
761,32,VERYHIGH,Montipora foliosa,NA,NA,NA,bleaching2,bleaching2,bleaching2,gone,NA,NA,NA,NA,NA,NA,1
762,32,VERYHIGH,Platygyra sp,NA,NA,NA,platy,platy,dead,NA,NA,NA,NA,NA,NA,NA,1
763,32,VERYHIGH,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
764_1059,32,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,bleaching2,bleaching2,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,1
765,32,VERYHIGH,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
766,32,VERYHIGH,Platygyra sp,NA,NA,NA,platy,platy,dead,NA,NA,NA,NA,NA,NA,NA,1
767,32,VERYHIGH,Hydnophora microconos,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
768,32,VERYHIGH,Platygyra sp,NA,NA,NA,platy,platy,dead,NA,NA,NA,NA,NA,NA,NA,1
769,32,VERYHIGH,Favia sp,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled
770,32,VERYHIGH,Favites pentagona,NA,NA,NA,platy,platy,platy,bleaching2,barely alive,*Dead,NA,NA,NA,NA,1
771,32,VERYHIGH,Porites lobata,NA,NA,NA,sampled,sampled,NA,NA,NA,NA,NA,NA,NA,NA,sampled
772,32,VERYHIGH,Favites pentagona,NA,NA,NA,platy,platy,dead,NA,NA,NA,NA,NA,NA,NA,1
773,34,MED,Porites lobata,NA,NA,NA,compartment,bleaching2,bleaching2,NA,NA,NA,NA,NA,NA,NA,1
774,34,MED,Pocillopora eydouxi,NA,NA,NA,compartment,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
775,34,MED,Montipora foliosa,NA,NA,NA,compartment,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
776,34,MED,Hydnophora microconos,NA,NA,NA,compartment,bleaching2,bleaching2,bleaching2,2017samples,NA,sampled,NA,NA,NA,1
777,34,MED,Favia sp,NA,NA,NA,compartment,bleaching3_2018run,barely alive,barely alive,barely alive,NA,sampled,NA,NA,NA,1
778,34,MED,Pocillopora eydouxi,NA,NA,NA,compartment,NA,dead,NA,NA,NA,NA,NA,NA,NA,1
779,34,MED,Hydnophora microconos,NA,NA,NA,compartment,sampled,gone,NA,NA,NA,NA,NA,NA,NA,1
780,34,MED,Montipora foliosa,NA,NA,NA,compartment,sampled,gone,NA,NA,NA,NA,NA,NA,NA,1
781,34,MED,Favites pentagona,NA,NA,NA,platy,platy,barely alive,dead,NA,NA,NA,NA,NA,NA,1
782,34,MED,Porites lobata,NA,NA,NA,compartment,sampled,gone,NA,NA,NA,NA,NA,NA,NA,1
783,34,MED,Platygyra sp,NA,NA,NA,platy,bleaching3_2018run,platy,bleaching2,2017samples,NA,NA,NA,NA,NA,1
784,34,MED,Montipora foliosa,NA,NA,NA,compartment,bleaching2,bleaching2,dead,NA,NA,NA,NA,NA,NA,1
785,34,MED,Pocillopora eydouxi,NA,NA,NA,compartment,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
786_1424,34,MED,Favites pentagona,NA,NA,NA,platy,platy,platy,bleaching2,2017samples,NA,sampled,NA,NA,NA,1
787,5,VERYLOW,Favia sp,NA,NA,NA,platy,platy,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,1
788_1279,5,VERYLOW,Platygyra sp,NA,NA,NA,platy,platy,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,1
789,5,VERYLOW,Montipora foliosa,NA,NA,NA,sampled,sampled,NA,NA,NA,NA,NA,NA,NA,NA,sampled
790,5,VERYLOW,Porites lobata,NA,NA,NA,bleaching2,bleaching2,bleaching2,bleaching2,barely alive,NA,NA,NA,NA,NA,1
791,5,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
792,5,VERYLOW,Platygyra sp,NA,NA,NA,platy,platy,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,1
793,5,VERYLOW,Hydnophora microconos,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,barely alive,dead,NA,NA,NA,NA,NA,NA,1
794_946,5,VERYLOW,Porites lobata,NA,NA,NA,bleaching2,bleaching2,bleaching2,bleaching2,2017samples,NA,sampled,NA,NA,NA,1
794_946b,5,VERYLOW,Porites lobata,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,NA,NA,NA,
795,5,VERYLOW,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
796,5,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
797,5,VERYLOW,Platygyra sp,NA,NA,NA,platy,platy,platy,bleaching2,2017samples,sampled,NA,NA,NA,NA,1
798,5,VERYLOW,Hydnophora microconos,NA,NA,NA,sampled,sampled,gone,NA,NA,NA,NA,NA,NA,NA,sampled
799,5,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
800,5,VERYLOW,Favites pentagona,NA,NA,NA,platy,platy,gone,NA,NA,NA,NA,NA,NA,NA,1
801,5,VERYLOW,Hydnophora microconos,NA,NA,NA,sampled,sampled,gone,NA,NA,NA,NA,NA,NA,NA,sampled
802,5,VERYLOW,Montipora foliosa,NA,NA,NA,sampled,sampled,gone,NA,NA,NA,NA,NA,NA,NA,sampled
803,5,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
804,5,VERYLOW,Favia matthai,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,NA,NA,NA,barely alive,NA,NA,NA,1
805,5,VERYLOW,Porites lobata,NA,NA,NA,sampled,NA,NA,NA,NA,NA,NA,NA,NA,NA,sampled
806,5,VERYLOW,Hydnophora microconos,NA,NA,NA,bleaching2,bleaching2,bleaching2,NA,dead,NA,NA,NA,NA,NA,1
807_1319,5,VERYLOW,Platygyra sp,NA,NA,NA,platy,platy,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,1
808,5,VERYLOW,Montipora foliosa,NA,NA,NA,sampled,NA,gone,NA,NA,NA,NA,NA,NA,NA,sampled
809,5,VERYLOW,Pocillopora eydouxi,NA,NA,NA,sampled,sampled,gone,NA,NA,NA,NA,NA,NA,NA,sampled
810,5,VERYLOW,Favites pentagona,NA,NA,NA,platy,platy,dead,NA,NA,NA,NA,NA,NA,NA,1
810b,5,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,NA,bleaching2,2017samples,sampled,sampled,NA,NA,NA,NA
810c,5,VERYLOW,Platygyra sp,NA,NA,NA,NA,NA,NA,NA,NA,sampled,sampled,NA,NA,NA,NA
811,5,VERYLOW,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
812,5,VERYLOW,Porites lobata,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,NA,dead,NA,NA,NA,NA,NA,NA,1
813,5,VERYLOW,Platygyra sp,NA,NA,NA,platy,platy,platy,NA,2017samples,sampled,sampled,NA,NA,NA,1
814,5,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
815,5,VERYLOW,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
816,5,VERYLOW,Porites lobata,NA,NA,NA,bleaching2,bleaching2,bleaching2,NA,2017samples,sampled,NA,NA,NA,NA,1
817,5,VERYLOW,Favia sp,NA,NA,NA,platy,platy,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,1
818_1350,5,VERYLOW,Porites lobata,NA,NA,NA,bleaching2,bleaching2,bleaching2,bleaching2,2017samples,sampled,sampled,NA,NA,NA,1
819,5,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
820,5,VERYLOW,Platygyra sp,NA,NA,NA,platy,platy,platy,bleaching2,2017samples,sampled,NA,NA,NA,NA,1
821,5,VERYLOW,Porites lobata,NA,NA,NA,bleaching2,bleaching2,bleaching2,bleaching2,2017samples,NA,sampled,NA,NA,NA,1
822,5,VERYLOW,Montipora foliosa,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
823,5,VERYLOW,Pocillopora eydouxi,NA,NA,NA,sampled,sampled,gone,NA,NA,NA,NA,NA,NA,NA,sampled
824,5,VERYLOW,Platygyra sp,NA,NA,NA,platy,platy,platy,bleaching2,2017samples,sampled,sampled,NA,NA,NA,1
825,5,VERYLOW,Pocillopora eydouxi,NA,NA,NA,bleaching3_2018run,bleaching3_2018run,dead,NA,NA,NA,NA,NA,NA,NA,1
